user_id,item_id,recommend,year,sentiment_analysis,playtime_forever
76561198027947401,322170,True,,2,1292.0
76561198027947401,304050,True,,2,3377.0
Bluezap1,730,True,2015,2,48969.0
Bluezap1,362890,True,2015,2,589.0
76561198074200011,730,True,2015,2,68487.0
jonasdbomb,346110,True,,2,6718.0
Lord_Exploit,311560,True,2015,2,2491.0
Lord_Exploit,322170,True,2015,2,45.0
AVATAR715,48240,False,2014,0,41.0
AVATAR715,248570,True,2014,0,246.0
AVATAR715,264140,True,2014,0,259.0
AVATAR715,4000,True,2014,0,84437.0
AVATAR715,266430,True,2015,2,100.0
AVATAR715,316010,True,2015,2,22.0
AVATAR715,249570,True,2014,0,2127.0
YieuwMage,730,True,,2,24823.0
A-Very-Sly-Person,304930,True,2015,1,76632.0
76561197994493402,365590,True,,0,22494.0
76561197994493402,264200,True,2015,2,584.0
76561198065656175,383080,True,2015,2,1146.0
97396295,301520,True,2014,2,1057.0
97396295,243870,True,2014,2,2107.0
97396295,218230,False,2014,2,10078.0
97396295,291550,False,,1,3282.0
76561198126640317,251570,True,2015,2,2971.0
76561198126640317,221100,True,2015,2,8584.0
76561198126640317,316010,True,2015,2,211.0
76561198126640317,218230,True,2015,2,460.0
76561198126640317,333930,True,2015,2,2175.0
76561198126640317,222880,True,2015,0,384.0
76561198126640317,730,True,2015,2,91215.0
DemonicWolvz,55230,True,2015,2,2892.0
DemonicWolvz,232090,True,2015,2,3075.0
DemonicWolvz,4000,True,2015,0,3990.0
DemonicWolvz,206420,True,2014,2,5805.0
DemonicWolvz,224260,True,2014,0,991.0
DemonicWolvz,550,True,2013,2,4932.0
DieMadchenschanderin,346110,True,2015,2,229.0
DieMadchenschanderin,380770,False,2015,0,163.0
DieMadchenschanderin,454890,True,,2,60.0
GGargula,233250,True,2015,1,344.0
Myther43,273350,True,,2,553.0
getf0kinn0sc0pedm9,730,True,2015,0,61193.0
76561198141443390,730,True,2015,2,148507.0
whodafuqisthisguilao,730,True,2015,2,56450.0
Magjiikal,370480,True,2015,2,582.0
Magjiikal,313740,True,2015,2,645.0
ohnospaghet,266210,True,2015,2,105.0
ohnospaghet,369200,True,,0,55.0
ohnospaghet,252490,False,,0,2203.0
ohnospaghet,264200,True,2015,2,180.0
76561198050347115,292030,True,,2,11327.0
2768820078,287700,True,2015,1,72.0
2768820078,730,False,,1,31988.0
2768820078,310950,True,,1,2263.0
2768820078,377160,True,2015,1,25220.0
2768820078,221380,True,2015,1,6528.0
2768820078,333950,True,2015,1,11287.0
2768820078,222420,False,2015,1,1481.0
2768820078,271590,True,2015,1,11894.0
2768820078,298110,True,2015,1,3367.0
2768820078,222440,True,2015,1,10101.0
76561198056392326,259530,True,,1,122.0
76561198056392326,219640,False,,1,151.0
76561198056392326,269210,False,,1,194.0
2d4nk4m3,317470,False,2014,0,28.0
2d4nk4m3,47410,True,2014,2,7440.0
76561198078478151,730,True,,1,925.0
exiaez,365450,True,,1,519.0
76561198095921854,245620,True,2015,2,1231.0
EizanAratoFujimaki,70,True,2015,0,1395.0
TeCool,274980,True,2014,2,247.0
TeCool,202090,True,2014,2,19624.0
TeCool,339280,True,2015,2,1125.0
2xDelorean,212680,True,2013,2,1112.0
2xDelorean,200210,True,2013,2,1983.0
washington_,4000,True,,2,16363.0
washington_,211820,True,,1,1186.0
washington_,10180,True,,1,199.0
washington_,252490,True,,1,14071.0
washington_,417860,True,2015,1,18.0
76561198088944293,359550,True,,1,2001.0
76561198088944293,107410,True,,2,42735.0
76561198088944293,218230,False,,1,486.0
76561198088944293,304930,True,2014,1,4146.0
76561198051258119,730,True,2015,2,22534.0
nubquake123,265610,True,2014,2,4884.0
Pyromanic,31280,True,2013,2,200.0
Pyromanic,4000,True,2013,2,276.0
Pyromanic,240,True,2013,2,94.0
CobRazor,252490,True,2015,0,3621.0
relesprit,8930,True,2013,2,7250.0
WitchHunter4542,304930,True,2014,2,10177.0
WitchHunter4542,237310,True,2015,0,4906.0
WitchHunter4542,224260,True,2014,2,1771.0
pwrt,230410,True,2015,2,142589.0
76561198115868847,219640,False,,0,2003.0
76561198031207016,8930,True,2014,2,25902.0
76561198043458582,105600,True,2015,0,16204.0
76561198043458582,221100,True,2015,2,2716.0
76561198043458582,107410,True,2015,2,29825.0
76561198043458582,231430,True,2014,1,2890.0
smashiroshh,218620,True,2014,2,17269.0
shark854,225540,True,,2,935.0
killbunny38,333930,False,2015,0,194.0
76561198047630659,230410,False,2015,2,5335.0
1337lolroflmao,271590,True,2015,1,11950.0
1337lolroflmao,218620,True,2014,2,15752.0
1337lolroflmao,219740,True,2013,2,1084.0
1337lolroflmao,7940,True,2013,2,1955.0
1337lolroflmao,234190,True,2014,0,217.0
1337lolroflmao,10180,True,2013,2,905.0
1337lolroflmao,33900,True,2013,2,2281.0
1337lolroflmao,261030,True,2015,2,506.0
1337lolroflmao,243470,True,2014,0,1562.0
OzfurAtlas,218620,False,,1,109.0
OzfurAtlas,4700,True,,1,4112.0
OzfurAtlas,212680,True,2013,0,2714.0
76561198065593074,304930,False,2015,0,3472.0
76561198065593074,730,False,,0,2570.0
76561198065593074,304050,True,2015,2,966.0
76561198065593074,203750,True,2014,0,952.0
76561198044169764,227940,False,2015,1,4344.0
76561198044169764,355180,False,2015,2,84.0
76561198044169764,730,True,,0,29842.0
76561198044169764,4000,True,2015,1,244352.0
euzi,236390,True,2014,2,41384.0
76561198087010391,4000,True,2015,2,23435.0
66666669999999,302830,False,2015,1,52.0
76561198061174192,220200,True,2014,2,8368.0
76561198061174192,242760,True,2014,2,154.0
ReMiXOfficalSteam,352460,True,2015,2,74.0
Wilfire77,322920,True,2015,2,1279.0
76561198084390807,252490,True,2014,2,1181.0
Mastic,304050,False,2015,0,133.0
Mastic,297130,True,,0,238.0
Mastic,397570,True,,2,87.0
Mastic,550,True,2014,2,6642.0
Mastic,206420,True,2014,2,3044.0
Mastic,278360,False,,0,230.0
76561198028286104,10180,True,2013,2,10169.0
tarjla,242760,True,,2,6368.0
tarjla,304930,True,2014,2,11492.0
tarjla,441790,True,,2,105.0
tarjla,265750,True,2015,0,110.0
tarjla,252490,True,2014,2,76144.0
tarjla,4000,True,2013,2,80364.0
tarjla,211820,True,2013,0,4639.0
tarjla,105600,True,2013,2,15281.0
tarjla,251570,True,,2,6474.0
tarjla,730,True,2014,2,23614.0
deathnz1,233110,False,,0,665.0
deathnz1,322910,False,,2,343.0
deathnz1,276340,True,2014,2,207.0
readingthis4noobs,227940,True,,2,33715.0
76561198104393251,304930,True,2015,1,5012.0
76561198075322986,730,True,,1,39916.0
redsncrimson,448530,True,,2,240.0
redsncrimson,304410,True,,2,2864.0
redsncrimson,620,True,,2,10376.0
redsncrimson,274920,True,2014,2,2318.0
redsncrimson,211820,True,2013,2,8148.0
redsncrimson,219890,True,,2,746.0
redsncrimson,49520,True,2013,2,16387.0
redsncrimson,223510,True,2013,0,2703.0
76561198151910904,252950,True,,2,3779.0
H1DD3NT3RR0R,240,True,2014,2,11941.0
H1DD3NT3RR0R,105600,True,2014,0,34076.0
H1DD3NT3RR0R,204300,True,2013,2,16352.0
H1DD3NT3RR0R,730,True,2014,0,28611.0
76561198071214618,268750,True,2015,2,1085.0
t8s,360870,True,2015,0,5.0
t8s,730,True,2015,2,42273.0
pikawuu2,230410,True,,0,178021.0
pikawuu2,12900,True,2013,2,5794.0
Sammeh00,301520,True,2014,2,20972.0
Michaelele,6060,True,2014,0,3192.0
Michaelele,730,True,2014,2,115670.0
Michaelele,107410,True,2014,0,86.0
Michaelele,304930,True,2014,2,1297.0
76561198045754869,335670,True,2015,0,2892.0
76561198076098774,215080,True,2015,2,27931.0
76561198048417105,271590,True,2015,2,21181.0
76561198048417105,730,True,2015,2,67443.0
76561198048417105,244160,True,,2,367.0
76561198048417105,270880,True,,2,7090.0
76561198090842891,8190,True,2015,2,6531.0
76561197998052647,233630,True,2014,0,739.0
adohya343,303390,False,,1,15.0
76561198145436942,221100,True,2014,2,67256.0
3xotic26,500,True,2014,2,12599.0
3xotic26,49520,True,2014,2,2319.0
3xotic26,550,True,2013,2,6174.0
iamthetrashlord,206420,True,2015,1,5118.0
iamthetrashlord,213670,True,2014,2,2973.0
3dster,550,True,2015,2,352.0
76561198079990063,231040,True,2014,2,644.0
Forty-Nine,221100,True,2014,0,2578.0
Forty-Nine,376300,False,,2,2393.0
76561198051017916,351040,True,2015,1,88.0
76561198051017916,250600,True,2014,1,28.0
L4M1NAS,227940,True,,2,2524.0
L4M1NAS,437220,True,,2,1454.0
L4M1NAS,221100,True,2015,2,8424.0
76561198096766604,301520,False,,0,1780.0
76561197995322437,264710,True,2015,2,790.0
imsojipper,218620,True,2014,2,6805.0
76561198084542731,47790,True,2014,2,1775.0
mrpfresh,236110,True,,0,410.0
mrpfresh,346110,True,2015,0,141.0
mrpfresh,232790,True,,1,68.0
GamerFag,70,True,2011,0,590.0
GamerFag,420,True,2011,2,715.0
GamerFag,380,True,2011,2,1269.0
GamerFag,220,True,2011,2,4118.0
GamerFag,1250,True,2010,2,33723.0
chidori_647,219990,True,2013,0,2893.0
chidori_647,213670,True,2014,1,2413.0
chidori_647,21100,False,2013,0,45.0
chidori_647,8190,True,2013,0,4270.0
chidori_647,215470,False,2013,0,85.0
76561198092227136,730,True,2014,2,18795.0
76561198092227136,1250,True,2014,1,8694.0
hellcat59,4000,True,2014,2,11658.0
tbimperator,35450,True,2012,2,2806.0
Allahu_Akbar666,230410,True,2015,2,41994.0
Allahu_Akbar666,304930,False,2014,0,2241.0
ulramite,290020,True,2014,0,104.0
ulramite,248860,True,2014,2,6410.0
ulramite,211820,True,,2,3807.0
-GM-Dragon,226700,False,2014,0,2335.0
-GM-Dragon,244850,True,2015,2,14452.0
76561198054040292,298260,True,2015,0,144.0
I_DID_911_JUST_SAYING,214420,True,,2,42.0
I_DID_911_JUST_SAYING,365670,True,,1,532.0
I_DID_911_JUST_SAYING,4000,True,,2,2349.0
I_DID_911_JUST_SAYING,221260,True,2013,0,835.0
750805,369070,False,,2,429.0
750805,91310,False,,0,2672.0
diabeticfuck,218620,True,2015,0,38011.0
diabeticfuck,333930,False,2015,2,1798.0
diabeticfuck,287700,True,2015,1,3100.0
76561198054465623,302830,False,2015,0,78.0
76561198054465623,250600,True,2014,0,22.0
76561198054465623,105600,True,2015,2,41676.0
76561198054465623,113020,True,2014,2,475.0
aaropro,221100,True,,2,16032.0
abiam,238960,True,2014,1,1076.0
FrankoWalker,310370,True,2015,2,21.0
FrankoWalker,260410,True,2014,1,85.0
FrankoWalker,236390,True,2014,0,38750.0
LightfootSword7,221100,False,2015,0,1942.0
LightfootSword7,383870,True,,2,346.0
SALTTHEW0UND,248820,True,2015,1,1412.0
SALTTHEW0UND,730,True,2014,2,42748.0
SALTTHEW0UND,550,True,2014,2,309.0
SALTTHEW0UND,204030,True,2014,2,669.0
SALTTHEW0UND,383080,True,2015,2,210.0
express157,304930,True,2014,2,752.0
76561198074644990,242760,True,2015,1,1791.0
76561198074644990,9180,False,2013,0,21.0
76561198064304806,730,True,2015,0,131044.0
TomoeMamiewe,10150,True,2014,1,810.0
TomoeMamiewe,4000,True,,1,956.0
76561198057086148,214950,True,2015,0,10354.0
Acidius99,218620,True,2014,2,12529.0
Acidius99,292030,True,,2,5524.0
Acidius99,261640,True,,2,10006.0
Acidius99,220240,True,2014,2,3109.0
acorn13,313740,True,2014,0,211.0
acorn13,34330,True,2012,2,39675.0
acorn13,271590,True,2015,2,69185.0
AddzyTheBaddzy,291550,True,2015,2,4498.0
mradobe7,275850,False,,0,862.0
76561198167207237,337320,True,,1,2673.0
76561198167207237,391540,True,2015,0,1119.0
76561198167207237,265930,True,2015,1,3402.0
76561198167207237,620,True,2015,2,2856.0
cancerkek,730,True,2015,1,42758.0
76561198073508075,10090,True,2014,2,9411.0
76561198073508075,251570,True,,0,1477.0
76561198073508075,218680,True,2014,0,596.0
76561198090899557,252490,False,,0,507.0
advenger95,22370,True,2015,2,281.0
advenger95,307690,True,2015,2,787.0
advenger95,72850,True,2015,2,2107.0
EndAtHallow,1250,True,2015,2,8049.0
76561198015968275,248610,True,2015,0,263.0
Agiegamma,208090,True,2014,2,162.0
76561198082614708,250340,True,2014,2,3538.0
Agronoth,244850,True,2014,2,11691.0
Agronoth,221640,True,2015,2,1636.0
Agronoth,104900,True,2015,2,54.0
Agronoth,105600,True,2015,2,19179.0
Agronoth,9450,False,2015,2,831.0
UnholyFallenAngel,262410,True,2014,2,69.0
UnholyFallenAngel,222940,True,2015,2,5302.0
UnholyFallenAngel,221040,True,2014,1,4931.0
76561198068565589,221100,True,2014,1,3066.0
76561198068565589,286570,True,2015,0,9571.0
76561198068565589,263440,False,2014,2,371.0
SlutOnTheSpit,4000,True,2014,2,533.0
NaruseAiria,317360,True,2014,2,82.0
NaruseAiria,108600,True,2014,0,1932.0
NaruseAiria,208520,True,2013,2,209.0
76561198067713802,239660,True,2015,2,335.0
76561198067713802,304930,True,2015,2,1707.0
76561198187212131,730,True,,2,78414.0
alansiulun,295270,True,2014,2,53054.0
alansiulun,265930,True,2015,2,53.0
Albolah,283920,True,2015,2,50.0
Albolah,294650,True,2015,2,51.0
76561198003056556,432020,False,,0,28.0
76561198003056556,233720,True,2014,1,35.0
maxpaynepillkiller,319630,True,,0,998.0
maxpaynepillkiller,12120,True,2015,2,2707.0
maxpaynepillkiller,241930,True,,1,2527.0
maxpaynepillkiller,428690,True,,2,4254.0
maxpaynepillkiller,55230,True,2015,2,879.0
maxpaynepillkiller,243470,False,,0,956.0
76561198095481910,208090,True,2014,0,1908.0
76561198164545985,730,True,,2,24908.0
AlkalineDeath,228280,True,2015,2,3965.0
AlkalineDeath,240760,True,2014,2,3276.0
76561198075935236,226700,True,2015,0,4417.0
76561198075935236,250900,True,2015,2,24446.0
mintifreshbadger,35450,True,2015,1,8285.0
AlpacaRevolution,9900,True,,2,77986.0
AlpacaRevolution,212680,True,2014,2,1597.0
AlpacaRevolution,346110,False,2015,2,505.0
AlphaBryn444,236370,True,,0,293.0
76561198016753953,271290,True,2014,2,4448.0
smegmyfoodle,346010,True,2015,2,786.0
smegmyfoodle,239250,True,2015,0,2670.0
76561198057869849,313120,True,2015,2,427.0
lol_ursuchanoob,218620,True,2014,0,31083.0
lol_ursuchanoob,12210,True,2014,0,3002.0
lol_ursuchanoob,220240,True,2014,2,3916.0
lol_ursuchanoob,17300,True,2014,2,734.0
AMV72,206440,True,2013,2,298.0
AMV72,209100,False,2012,0,32.0
AMV72,209000,True,2013,2,5059.0
AMV72,218060,True,2013,2,1014.0
AMV72,24240,True,2012,2,19316.0
76561198085956238,224540,False,,0,100.0
76561198085956238,242860,False,,0,2648.0
76561198085956238,47410,True,,2,25891.0
76561198085956238,34330,False,,0,573.0
76561198132540690,220200,True,2015,1,1363.0
711armageddoncarmageddon,113020,True,2015,1,87.0
711armageddoncarmageddon,105600,True,2015,2,677.0
711armageddoncarmageddon,9480,True,2015,2,2693.0
76561198034868596,359870,True,,2,8427.0
Andraison,22230,True,2015,0,38.0
76561198069560699,550,True,2013,2,432.0
76561198069560699,72850,True,2013,0,8525.0
76561198069560699,8870,True,2014,2,830.0
76561198099625419,230410,True,2014,1,630.0
76561198099625419,200260,True,2014,1,3324.0
76561198099625419,19900,True,2013,2,1331.0
76561198099625419,241540,True,2013,1,927.0
76561198099625419,220,True,2013,1,1057.0
76561198084032274,227940,False,2014,0,8925.0
76561198084032274,236390,False,2014,2,52438.0
Angrovar,17390,True,2014,2,3274.0
Angrovar,359320,True,2015,1,14881.0
AngryAinsley,317360,True,2015,2,250.0
AngryAinsley,253030,True,2015,2,358.0
AngryAinsley,295110,True,2015,2,25308.0
AngryAinsley,264710,True,2015,2,3007.0
uradumbtit,274310,True,2014,1,659.0
uradumbtit,4000,True,2014,2,51999.0
76561198037038784,252470,True,,2,2560.0
IKillNoobsFirst,730,True,2015,2,126915.0
76561198037888300,344770,True,2015,2,307.0
1234865654,22380,True,2014,2,5578.0
76561198084123358,9900,True,2015,2,153999.0
Apachehavoc,107410,False,2014,1,19977.0
ApexNZ,221640,True,2014,2,26.0
ApexNZ,202170,True,2014,2,2414.0
ApexNZ,49520,True,2014,1,9184.0
ApexNZ,245490,True,2014,2,1271.0
ApexNZ,313120,True,2015,2,2214.0
76561198039441595,113020,False,2014,1,493.0
76561198039441595,319510,False,2015,2,19.0
76561198039441595,20,False,2014,1,40.0
76561198039441595,209080,False,2014,0,702.0
76561198039441595,223470,False,2014,1,796.0
76561198039441595,417860,True,2015,1,54.0
76561198039441595,269250,True,2015,2,73.0
76561198039441595,313740,False,2014,0,83.0
76561198039441595,8190,True,2014,0,841.0
76561198036687918,377160,True,2015,1,12331.0
benjamin27,730,True,2015,1,9915.0
benjamin27,244850,True,2014,2,3258.0
AppoGetsSuperAdmin,212500,True,2015,1,3328.0
AppoGetsSuperAdmin,104900,True,2015,1,371.0
76561198071475367,12160,True,,2,4727.0
76561198065064829,219640,True,,2,17024.0
XABLAUziitu,214420,False,2015,2,123.0
XABLAUziitu,105600,True,2015,1,5479.0
XABLAUziitu,200210,True,2013,1,442.0
76561198012909706,218130,True,2013,2,214.0
dragonchief,252490,False,2014,2,7164.0
76561198040530605,270210,True,,2,1709.0
76561198040530605,386070,True,,1,4806.0
76561198040530605,8930,True,,2,7676.0
76561198040530605,330830,True,,2,648.0
76561198040530605,218230,True,2014,2,16712.0
76561198040530605,104900,True,2014,2,731.0
76561198040530605,240,True,2011,2,5426.0
76561197974500703,8980,True,2012,0,4720.0
76561197974500703,31270,True,2012,2,288.0
76561197974500703,113200,True,2012,2,5701.0
76561197974500703,8190,True,2012,2,1936.0
76561197974500703,43000,True,2012,2,1211.0
76561197974500703,18700,False,2011,0,45.0
76561197974500703,98800,True,2011,2,4203.0
76561197974500703,107100,True,2011,2,1289.0
76561197974500703,57300,True,2010,2,817.0
76561198047185525,213670,True,2014,2,1590.0
76561198047185525,218620,True,2014,1,23886.0
76561198047185525,226620,True,2013,1,8346.0
sweep6060,391540,True,,0,1221.0
bilyitu,730,True,2014,1,3030.0
76561198088538797,209870,True,2015,2,2756.0
deployablearchnagel,265630,True,2014,1,1477.0
armouredmarshmallow,33230,True,,2,2420.0
armouredmarshmallow,239200,True,,0,431.0
armouredmarshmallow,346900,True,2015,0,1485.0
armouredmarshmallow,363970,True,,2,2090.0
armouredmarshmallow,65790,True,,2,666.0
armouredmarshmallow,72850,True,,2,40819.0
armouredmarshmallow,57300,True,,0,5861.0
armouredmarshmallow,230410,True,,2,94267.0
76561198020928326,70,True,2014,0,5599.0
Array71,8500,False,2014,0,13645.0
Array71,244850,True,2014,2,9107.0
76561198039874575,221100,True,2014,0,5099.0
arronlim13,99900,True,2015,2,19338.0
ARTHERDUNGER10,250900,True,2015,2,1630.0
Mackus1011,211820,True,2013,2,2853.0
Mackus1011,380600,True,2015,2,498.0
Mackus1011,22380,True,2015,1,3340.0
Mackus1011,252490,True,2014,0,1473.0
76561198041877981,2450,False,2014,1,135.0
76561198041877981,241540,True,2014,0,372.0
ARZARNAR,220200,True,,2,26116.0
darkmassieh,47780,True,,2,893.0
darkmassieh,377160,True,,0,17626.0
darkmassieh,4000,True,,2,116025.0
darkmassieh,107410,True,2015,2,51108.0
darkmassieh,230190,True,2015,0,638.0
darkmassieh,391270,True,2015,2,22.0
darkmassieh,301520,True,2015,2,858.0
darkmassieh,227680,False,2015,2,426.0
asianturtlefrenzy,246420,True,2015,2,532.0
asianturtlefrenzy,289130,True,2015,2,3866.0
asianturtlefrenzy,234630,True,2015,2,158.0
asianturtlefrenzy,253030,True,,2,582.0
asianturtlefrenzy,249050,True,2015,2,526.0
asianturtlefrenzy,418340,True,2015,2,118.0
asianturtlefrenzy,223850,True,2015,2,59.0
asianturtlefrenzy,263020,True,2015,0,299.0
asianturtlefrenzy,287980,True,2015,0,491.0
asianturtlefrenzy,245550,True,2014,2,377.0
blowjobsfurdayzandgayz,304050,False,,0,1378.0
blowjobsfurdayzandgayz,417860,True,2015,1,41.0
blowjobsfurdayzandgayz,96100,False,2015,0,28.0
76561198082992295,4000,True,2014,0,3625.0
76561198082992295,230410,True,,2,30922.0
LaLocaDeLosDulces,80,True,2015,1,4079.0
76561198064352761,56400,True,2014,2,7323.0
assassin_warman,257850,True,,0,1125.0
assassin_warman,72850,True,2015,1,6020.0
assassin_warman,105600,True,2015,1,46279.0
assassin_warman,219150,True,2015,2,598.0
assassin_warman,204450,True,,2,491.0
assassin_warman,239140,True,,2,4569.0
assassin_warman,218620,True,2015,2,16266.0
Astrelt,385770,True,2015,2,1323.0
Astrelt,252630,True,2014,2,961.0
Astrelt,212200,True,2014,2,37569.0
